sentence_id,original,error_rate,corrupted,translation,cosine_distance,euclidean_distance,word_count
7,The ancient redwood forest ecosystem supports thousands of unique plant and animal species found nowhere else on Earth.,0.45,Te kcien reddwpsd foeesv ecoydwm suplirtts tthtusajdu of unqje olwnt ind vnymal suwcied func nnowyer elsse on Eatthh.,Te kcien reddwpsd foeesv ecoydwm suplirtts tthtusajdu of unqje,0.9297794103622437,1.3636564016342163,18
7,The ancient redwood forest ecosystem supports thousands of unique plant and animal species found nowhere else on Earth.,0.5,Th ajaiient rrdwlox rwtest evlsysydm auppltss tgoumznss of mniwde poamt akd anknwl sspgciies flunnd nuwwhsre eelss on Eaarfr.,Th ajaiient rrdwlox rwtest evlsysydm auppltss tgoumznss of mniwde,0.9107693433761597,1.3496439456939697,18
8,Marine biologists observed fascinating behaviors in dolphin pods communicating through sophisticated patterns of clicks and whistles underwater.,0.0,Marine biologists observed fascinating behaviors in dolphin pods communicating through sophisticated patterns of clicks and whistles underwater.,Marine biologists observed fascinating behaviors in dolphin pods communicating through sophisticated patterns of clicks and whistles underwater.,0.0,0.0,17
8,Marine biologists observed fascinating behaviors in dolphin pods communicating through sophisticated patterns of clicks and whistles underwater.,0.05,Marrine biiologists oaserved fqscinating behavioors in dolplin pids communicaying thiough solhisticated patternss of cliks nd whistlss undeerwater.,Marrine biiologists oaserved fqscinating behavioors in dolplin pids communicaying thiough solhisticated patternss of cliks nd whistlss undeerwater.,0.6918943524360657,1.1763454675674438,17
8,Marine biologists observed fascinating behaviors in dolphin pods communicating through sophisticated patterns of clicks and whistles underwater.,0.1,Jarine biologista obserrved fascimating beeaviors in dplphin pbds communicatinb throuph sophisicated pattrns of cliks an whistoes underwwter.,Jarine biologista obserrved fascimating beeaviors in dplphin pbds communicatinb throuph sophisicated pattrns of cliks an whistoes underwwter.,0.7308379411697388,1.2089979648590088,17
8,Marine biologists observed fascinating behaviors in dolphin pods communicating through sophisticated patterns of clicks and whistles underwater.,0.15000000000000002,Marime biologksts obsetved fasconating beehaviors in dolphih poxs communicaging jhrough sophisticates patteens of xlicks nd whistlrs underwatzr.,Marime biologksts obsetved fasconating beehaviors in dolphih poxs communicaging jhrough sophisticates patteens of xlicks nd whistlrs underwatzr.,0.6338958740234375,1.125962734222412,17
8,Marine biologists observed fascinating behaviors in dolphin pods communicating through sophisticated patterns of clicks and whistles underwater.,0.2,Mqrine ruologists observef fasciinatung behaviirs in dolphinn podds cogmunicaying throough sophiswicayed patternss of cicks anr whkstles unrefwater.,Mqrine ruologists observef fasciinatung behaviirs in dolphinn podds cogmunicaying throough sophiswicayed patternss of cicks anr whkstles unrefwater.,0.39405524730682373,0.8877559304237366,17
8,Marine biologists observed fascinating behaviors in dolphin pods communicating through sophisticated patterns of clicks and whistles underwater.,0.25,Karine biokogistd observvex fascinatungg bzhaiors in ddolphin poods communocatune tthrough sopphisticaatted ppatteens of cicks an whisjls dndrwater.,Karine biokogistd observvex fascinatungg bzhaiors in ddolphin poods communocatune tthrough sopphisticaatted ppatteens of cicks an whisjls dndrwater.,0.7559896111488342,1.2296257019042969,17
8,Marine biologists observed fascinating behaviors in dolphin pods communicating through sophisticated patterns of clicks and whistles underwater.,0.30000000000000004,Narine iolpgests ogservec faxccznating behzvkors in dollhi podds czmmunictwng tthroubh ssophistticqted patttens of cclicks nd whhistes unddsewater.,Narine iolpgests ogservec faxccznating behzvkors in dollhi podds czmmunictwng tthroubh ssophistticqted patttens of cclicks nd whhistes unddsewater.,0.6934683322906494,1.1776827573776245,17
8,Marine biologists observed fascinating behaviors in dolphin pods communicating through sophisticated patterns of clicks and whistles underwater.,0.35000000000000003,Mwfine biolphihts ogsdrved faasciatinng bejavuoors in colphib pds commujicwyinng tthrouugh sophittivwtd pattwrnns of coick ajd whistez undrrlateer.,Mwfine biolphihts ogsdrved faasciatinng bejavuoors in colphib pds commujicwyinng tthrouugh sophittivwtd pattwrnns of coick ajd whistez undrrlateer.,0.8746572732925415,1.3226165771484375,17
8,Marine biologists observed fascinating behaviors in dolphin pods communicating through sophisticated patterns of clicks and whistles underwater.,0.4,Matime boyoogiists obnefced fasdinqyimg ehavibrss in dolkin poes commmunivtinni tgrogh sgphistkcaees pagerjs of cclick an whistllsss unerrer.,Matime boyoogiists obnefced fasdinqyimg ehavibrss in dolkin poes,0.9110230803489685,1.3498319387435913,17
8,Marine biologists observed fascinating behaviors in dolphin pods communicating through sophisticated patterns of clicks and whistles underwater.,0.45,Mare biooogsyss oiservr fpwdinatinng bejaaios in dlphiinn poss fommuunictdhg ohroighh solhhosticatdr pattqerfs of xlicts nd whuslis umddwfwater.,Mare biooogsyss oiservr fpwdinatinng bejaaios in dlphiinn poss,0.7606527805328369,1.233412265777588,17
8,Marine biologists observed fascinating behaviors in dolphin pods communicating through sophisticated patterns of clicks and whistles underwater.,0.5,Mnridd xkopofistts oarrve ascknaib behhsvos in dolh ppors coommuuiftijg troygy sphittecayef pptterrgs of pxcks amd whgsstye jndwatrq.,Mnridd xkopofistts oarrve ascknaib behhsvos in dolh ppors,0.878410816192627,1.3254514932632446,17
9,Climate researchers monitor glacial melting rates in Antarctica to better understand long-term environmental changes and their impacts.,0.0,Climate researchers monitor glacial melting rates in Antarctica to better understand long-term environmental changes and their impacts.,Climate researchers monitor glacial melting rates in Antarctica to better understand long-term environmental changes and their impacts.,0.0,0.0,17
9,Climate researchers monitor glacial melting rates in Antarctica to better understand long-term environmental changes and their impacts.,0.05,CClimate resarchers minitor glaciaal mlting rrates in Antactica to beyter ynderstand long-tera environmentay changees ad thheir impaccts.,CClimate resarchers minitor glaciaal mlting rrates in Antactica to beyter ynderstand long-tera environmentay changees ad thheir impaccts.,0.8682476282119751,1.3177614212036133,17
9,Climate researchers monitor glacial melting rates in Antarctica to better understand long-term environmental changes and their impacts.,0.1,Clumate researcherr monitof glaxial mmelting fates in Antarcticw to bdtter unverstand long-tetm eivironmental changei ans theirr ipacts.,Clumate researcherr monitof glaxial mmelting fates in Antarcticw to bdtter unverstand long-tetm eivironmental changei ans theirr ipacts.,0.49310213327407837,0.9930782318115234,17
9,Climate researchers monitor glacial melting rates in Antarctica to better understand long-term environmental changes and their impacts.,0.15000000000000002,Climte reseearchers monior glaciall meltimg raates in Antrctica to bettter unferstand long-terj environmeental chanves andd thir impasts.,Climte reseearchers monior glaciall meltimg raates in Antrctica to bettter unferstand long-terj environmeental chanves andd thir impasts.,0.5999506711959839,1.095400094985962,17
9,Climate researchers monitor glacial melting rates in Antarctica to better understand long-term environmental changes and their impacts.,0.2,Ulimate ressrchers monitr glacian mwlting tates in Qnrarctica to bette undwustand lng-term environnental chahges anm sheir immpacts.,Ulimate ressrchers monitr glacian mwlting tates in Qnrarctica to bette undwust& lng-term environnental chahges anm sheir immpacts.,0.9300856590270996,1.36388099193573,17
9,Climate researchers monitor glacial melting rates in Antarctica to better understand long-term environmental changes and their impacts.,0.25,Climat reserchecs ponitor glaacial meltink ates in Antlkctica to bemter qndersuand bong-terj ensironmetam chances znd thqir impzcrs.,Climat reserchecs ponitor glaacial meltink ates in Antlkctica to bemter qndersu& bong-terj ensironmetam chances znd thqir impzcrs.,0.8580925464630127,1.3100324869155884,17
9,Climate researchers monitor glacial melting rates in Antarctica to better understand long-term environmental changes and their impacts.,0.30000000000000004,Climmatr reseswchrrs mnitgr glscial mmeltinv ratess in AAnttarctoca to betrer nverstwnd oong-tefm wnvironeental chajles annd thwir ipacta.,Climmatr reseswchrrs mnitgr glscial mmeltinv ratess in AAnttarctoca to betrer nverstwnd oong-tefm wnvironeental chajles annd thwir ipacta.,0.9430579543113708,1.3733594417572021,17
9,Climate researchers monitor glacial melting rates in Antarctica to better understand long-term environmental changes and their impacts.,0.35000000000000003,Cluate rwsesrcherc mojitlr glciall mektins rate in Anarrctics to yetterr undrrtamd lonn-twrn nvoronmsktal hangeo an thir impsctc.,Cluate rwsesrcherc mojitlr glciall mektins rate in Anarrctics to yetterr undrrtamd lonn-twrn nvoronmsktal hangeo an thir impsctc.,1.0101032257080078,1.421339750289917,17
9,Climate researchers monitor glacial melting rates in Antarctica to better understand long-term environmental changes and their impacts.,0.4,CClimaje researahhetss mfnittor glafcal meljinz rayss in Antaktiu to bertrr unxyfstan png-termm eenvirojenrgl cchanres ahd tubir imlaactu.,CClimaje researahhetss mfnittor glafcal meljinz rayss in Antaktiu,0.9351868629455566,1.367616057395935,17
9,Climate researchers monitor glacial melting rates in Antarctica to better understand long-term environmental changes and their impacts.,0.45,Xlimstte uesaechrs fnutor gzsial mmmltkng rayees in Antjrtfca to betpee jnderan bobg-teer enviifunmmentxl chahness annd tzei onpacts.,Xlimstte uesaechrs fnutor gzsial mmmltkng rayees in Antjrtfca,0.9293980002403259,1.3633767366409302,17
9,Climate researchers monitor glacial melting rates in Antarctica to better understand long-term environmental changes and their impacts.,0.5,CClimwge reeaechrs monnoror gllacqwl neltug roges in Quyarctidq to etrr undsrrayafd kim-term snfiownmenntsl chngrs ajd tjwir iimpqdtss.,CClimwge reeaechrs monnoror gllacqwl neltug roges in Quyarctidq,0.9807201623916626,1.4005143642425537,17
10,Archaeological excavations revealed intricate Roman mosaics and artifacts that provide insights into daily life two thousand years ago.,0.0,Archaeological excavations revealed intricate Roman mosaics and artifacts that provide insights into daily life two thousand years ago.,Archaeological excavations revealed intricate Roman mosaics and artifacts that provide insights into daily life two thousand years ago.,0.0,0.0,18
10,Archaeological excavations revealed intricate Roman mosaics and artifacts that provide insights into daily life two thousand years ago.,0.05,Archaeoological dxcavations revaled intrivate Romcn kosaics qnd argifacts tbat peovide nsights innto raily lif ywo thgusand yeafs ag.,Archaeoological dxcavations revaled intrivate Romcn kosaics qnd argifacts tbat peovide nsights innto raily lif ywo thgusand yeafs ag.,0.612507700920105,1.1068041324615479,18
10,Archaeological excavations revealed intricate Roman mosaics and artifacts that provide insights into daily life two thousand years ago.,0.1,Archaeologicaal excavitions revealwd intricaye Romann mosqics ald artiifacts tat provids innsights innto dzily lif tno housand yeafs zgo.,Archaeologicaal excavitions revealwd intricaye Romann mosqics ald artiifacts tat provids innsights innto dzily lif tno housand yeafs zgo.,0.44806063175201416,0.9466368556022644,18
10,Archaeological excavations revealed intricate Roman mosaics and artifacts that provide insights into daily life two thousand years ago.,0.15000000000000002,Arcpaeologcal excavationx revaled intricte Rman mosaiccs andd artifats tthat providee onsights intto dqily lift ttwo tthousand yars aggo.,Arcpaeologcal excavationx revaled intricte Rman mosaiccs andd artifats tthat providee onsights intto dqily lift ttwo tthousand yars aggo.,0.5734275579452515,1.070913314819336,18
10,Archaeological excavations revealed intricate Roman mosaics and artifacts that provide insights into daily life two thousand years ago.,0.2,Archseolgical wxcvations revealqd intricqte Romah mosaiccs annd articacts tht privide insiights intt caily liffe twwo rhousand yeaars abo.,Archseolgical wxcvations revealqd intricqte Romah mosaiccs annd articacts tht privide insiights intt caily liffe twwo rhous& yeaars abo.,0.6286625862121582,1.121304988861084,18
10,Archaeological excavations revealed intricate Roman mosaics and artifacts that provide insights into daily life two thousand years ago.,0.25,Arharologicaal excafations rveale intriccaue Romah moosaics wnd arrtiacts ahat orovide ibights ino dailly ife tso hounand yeafs go.,Arharologicaal excafations rveale intriccaue Romah moosaics wnd arrtiacts ahat orovide ibights ino dailly ife tso houn& yeafs go.,0.8215566277503967,1.2818398475646973,18
10,Archaeological excavations revealed intricate Roman mosaics and artifacts that provide insights into daily life two thousand years ago.,0.30000000000000004,Wrcaelugical rxaavations revealeedd qnpricate Foman mosaacs ans artifacttz xhat proviee ibsigghts int saily lifw twwo twousanf yearw agi.,Wrcaelugical rxaavations revealeedd qnpricate Foman mosaacs ans artifacttz xhat proviee ibsigghts int saily lifw twwo twousanf yearw agi.,0.7041680812835693,1.186733365058899,18
10,Archaeological excavations revealed intricate Roman mosaics and artifacts that provide insights into daily life two thousand years ago.,0.35000000000000003,AArchaeoloblcql excavatnobh rreveald innricaae Ronan moosaicw znd hrtifqcrs tat proxidee insigha ijto davly lifw twi thooysand ears ato.,AArchaeoloblcql excavatnobh rreveald innricaae Ronan moosaicw znd hrtifqcrs tat proxidee insigha ijto davly lifw twi thooys& ears ato.,0.870021641254425,1.3191070556640625,18
10,Archaeological excavations revealed intricate Roman mosaics and artifacts that provide insights into daily life two thousand years ago.,0.4,AAdhapoloyical ezcavaioza fwfealed iatrcaate Romqb mopais annd artiifcta tha pproide inwigltss inho dwiily lfe tqo yhhousand yezfs go.,AAdhapoloyical ezcavaioza fwfealed iatrcaate Romqb mopais annd artiifcta tha,0.8732798099517822,1.3215746879577637,18
10,Archaeological excavations revealed intricate Roman mosaics and artifacts that provide insights into daily life two thousand years ago.,0.45,Wrcyaolohicaa eexcsvqtiens rrvealsd inntriicwre Fooman missocs wnd attiffaccs thaat rofide insiigjtx intto xaiily llife tw houusajd teaus dgo.,Wrcyaolohicaa eexcsvqtiens rrvealsd inntriicwre Fooman missocs wnd attiffaccs thaat,0.8134269714355469,1.275481939315796,18
10,Archaeological excavations revealed intricate Roman mosaics and artifacts that provide insights into daily life two thousand years ago.,0.5,Aechaooicq eexcaevion revvwped ihriccage Rommann mossaakcs ad wttifatts jhatt orividee wnnskgkts iggo railyy eifee twoo whhousannp yezts mg.,Aechaooicq eexcaevion revvwped ihriccage Rommann mossaakcs ad wttifatts jhatt,0.78401780128479,1.2522122859954834,18
